OBJECTID,N_SQ_IR,C_CAINSEE,N_QU,C_IR,C_TYPEIR,L_IR,M2_IP,M2_POP,M2_EMP,NOM_EPT,EPT,IRIS,IRIS_NUM,DEP,UU2010,COM,LIBCOM,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,SHAPE_ha,P12_RP_VOIT1P,TX12_RP_VOIT1P,C12_MEN,C12_MENPSEUL,TX12_MENPSEUL,C12_NE24F1,C12_NE24F2,C12_NE24F3,C12_NE24F4P,C12_NE24F,TX12_NE24F,SHAPE_Length,SHAPE_Area
1737,930003844,93006,,930060110,H,0110,86498.96431801,83832.99860893,84461.56905085,Est Ensemble,T8,930060110,930060110,93,00851,93006,Bagnolet,Iris 10,H,00,2,10.2180839981,375.621406000289,,828.541055811297,301.760589652726,36.4207165759875,135.831519983879,65.910281179899,40.2599068037613,9.69335910951966,251.695067077059,30.3781044176022,1971.76301012804,102170.844478077
1738,930000683,93006,,930060111,H,0111,84045.55296407,79762.44046186,84045.55296407,Est Ensemble,T8,930060111,930060111,93,00851,93006,Bagnolet,Iris 11,H,00,1,10.301072575,401.732681253564,,848.927090238541,291.315222924628,34.3156940418489,171.417641347673,140.295124791591,27.9026881082477,7.86467651412114,347.480130761632,40.9316812665259,1553.38581032203,103000.913812224
1739,930003863,93006,,930060112,H,0112,110132.19933981,55448.91447701,92881.31550972,Est Ensemble,T8,930060112,930060112,93,00851,93006,Bagnolet,Iris 12,H,00,1,13.1199523828,519.989238935597,,1084.48093218962,488.190247334452,45.0160286680904,137.114764375867,108.906909528535,64.9470615045291,19.7048651878103,330.673600596742,30.4914167489416,1884.17775235035,131189.877311721
1740,930003861,93006,,930060113,H,0113,59689.35291032,46609.16891873,46609.16891873,Est Ensemble,T8,930060113,930060113,93,00851,93006,Bagnolet,Iris 13,H,00,2,7.41148252804,309.508680098043,,727.005343919501,276.447359188344,38.0254920408061,90.5081462904822,116.945080660293,64.7727251307342,27.3726371266647,299.598589208174,41.2099569437756,1231.36097271062,74109.2897641166
1741,930003859,93006,,930060114,H,0114,105682.12923247,69881.53920599,95184.46115978,Est Ensemble,T8,930060114,930060114,93,00851,93006,Bagnolet,Iris 14,H,00,2,13.7733875064,557.095882373732,,982.681423388548,207.518371129397,21.1175632499308,166.158419343025,186.701335300384,101.211537967246,90.4225145388982,544.493807149554,55.4089854748647,1984.01938987058,137724.236373749
1742,930000687,93006,,930060115,H,0115,89179.43785185,85540.65136454,88671.59666815,Est Ensemble,T8,930060115,930060115,93,00851,93006,Bagnolet,Iris 15,H,00,1,10.8277759827,617.470870796186,,935.546640900082,229.622253641525,24.544180226077,183.43293978234,156.307083941743,94.4790649937118,69.8659507207045,504.0850394385,53.8813371136178,1384.6240247325,108270.446743019
1743,930000688,93006,,930060116,H,0116,206999.33855052,110929.79958553,177525.61765751,Est Ensemble,T8,930060116,930060116,93,00851,93006,Bagnolet,Iris 16,H,00,2,23.3482456156,528.725700644608,,867.262333845945,336.997132856693,38.8575774255354,147.692920241284,114.434343944069,26.0570065588716,25.9432239812195,314.127494725444,36.2205854522034,1878.39557459548,233468.027247561
1744,930001930,93007,,930070101,A,Zone Activité Coudray Paris Nord,886522.26250319,187253.24653495,749443.03842479,Territoire des aéroports,T7,930070101,930070101,93,00851,93007,Le Blanc-Mesnil,Zone Activite Coudray Paris Nord,A,00,3,109.141563254,3.92957952256198,,9.13780892100025,3.92957952256198,43.0035203902232,0,0,0,0,0,0,7248.62326003374,1090269.24933792
1745,930000690,93007,,930070102,H,Zone d'Activité Molette,482530.65019061,57801.7071713,482236.54334231,Territoire des aéroports,T7,930070102,930070102,93,00851,93007,Le Blanc-Mesnil,Zone Activite Molette,H,00,3,53.6320271321,34.4135536156184,,67.7095830638951,12.4126960734548,18.3322589089662,21.5618806461385,10.1750569464367,0,0,31.7369375925751,46.8721503758576,3655.61113744126,536352.439423906
1746,930001923,93007,,930070103,H,0103,139536.85300641,129502.06433365,137388.48948645,Territoire des aéroports,T7,930070103,930070103,93,00851,93007,Le Blanc-Mesnil,Iris1,H,00,1,17.0354796267,468.687093557382,,663.953440808979,160.621655712095,24.1917046948938,119.293822833184,86.5272261443741,80.6864955590048,61.5072378094602,348.014782346023,52.4155401502238,2213.12522202879,170368.771083322
1747,930002067,93007,,930070104,H,0104,189202.7484368,128006.22289394,180688.83176489,Territoire des aéroports,T7,930070104,930070104,93,00851,93007,Le Blanc-Mesnil,Iris2,H,00,1,25.7679101521,646.380895147366,,1009.15236507588,264.571217637054,26.2171726285516,178.578213709938,151.940926976023,138.565805810755,39.2950815987175,508.380028095434,50.3769347116587,2695.29811370798,257698.859090087
1748,930002066,93007,,930070105,H,0105,460861.43846039,372328.10238738,453041.87760807,Territoire des aéroports,T7,930070105,930070105,93,00851,93007,Le Blanc-Mesnil,Iris3,H,00,1,61.2067202942,1143.15663738716,,1483.92418423256,469.429535647713,31.6343341954822,250.331939879724,167.65818135514,80.3516983702179,69.8726284499454,568.214448055027,38.2913395504022,3915.28232210804,612106.627537908
1749,930000694,93007,,930070106,H,0106,114314.45290513,111808.05380761,110803.46248924,Territoire des aéroports,T7,930070106,930070106,93,00851,93007,Le Blanc-Mesnil,Iris4,H,00,1,15.0410156309,506.613677630102,,675.148578721374,197.409005693124,29.2393425558246,97.2432282318499,130.164052633206,66.2888856613082,18.7745811275829,312.470747653947,46.2817752272718,2240.08329122234,150420.699833368
1750,930001925,93007,,930070107,H,0107,143343.40345051,123626.60938571,143253.9050314,Territoire des aéroports,T7,930070107,930070107,93,00851,93007,Le Blanc-Mesnil,Iris5,H,00,1,19.3139628429,726.417047569154,,1169.07617311089,242.121326344321,20.7104833639746,222.906431006198,196.368811102639,186.384115342087,99.8189393243492,705.478296775274,60.3449384224478,2081.91950009898,193153.841175063
1751,930001924,93007,,930070108,H,0108,62853.97299504,60707.57000792,62839.08553635,Territoire des aéroports,T7,930070108,930070108,93,00851,93007,Le Blanc-Mesnil,Iris7,H,00,1,8.91950397674,419.651386918046,,612.462955929182,126.795511147844,20.7025600357298,108.467998930295,122.642649018173,71.0040540835671,43.5060835851413,345.620785617176,56.4312963373967,1721.55591808965,89201.8243709383
1752,930000697,93007,,930070109,H,0109,63374.95262167,63374.95262167,63374.95262167,Territoire des aéroports,T7,930070109,930070109,93,00851,93007,Le Blanc-Mesnil,Iris6,H,00,1,9.02021127154,432.777781368668,,685.417847192295,151.436215262878,22.0939994316186,166.925908127103,114.280999252732,107.28173088139,38.2262826321537,426.714920893379,62.2561730251626,1232.27043828967,90208.7209916871
1753,930001927,93007,,930070110,H,0110,434261.02611143,307058.18673704,295312.02484676,Territoire des aéroports,T7,930070110,930070110,93,00851,93007,Le Blanc-Mesnil,Iris8,H,00,1,49.4955345277,583.08748560156,,760.831539240091,177.556064178151,23.3371061819404,150.103235979283,134.668375222405,45.7871157168692,26.7860313695481,357.344758288106,46.967658391898,3229.0617286814,494990.317809003
1754,930001932,93007,,930070111,H,0111,428635.72461253,343191.42094785,427494.86045088,Territoire des aéroports,T7,930070111,930070111,93,00851,93007,Le Blanc-Mesnil,Iris9,H,00,1,49.7278971964,1057.788031978,,1459.19325150336,411.165660857799,28.1776015914402,220.762437328835,262.067402132151,93.3244851890831,26.3157146282164,602.470039278286,41.2878855256204,3161.22644888707,497310.234301688
1755,930000700,93007,,930070112,H,0112,345069.14568089,339776.32371482,344495.73950435,Territoire des aéroports,T7,930070112,930070112,93,00851,93007,Le Blanc-Mesnil,Iris10,H,00,1,41.6480249024,1009.18726614004,,1436.22472261153,495.27712405134,34.4846538465625,245.82446947878,200.192941483258,87.1607116130097,17.206887245175,550.385009820223,38.3216498891233,3353.20432523602,416502.392579612
1756,930001933,93007,,930070113,H,0113,422019.70633933,386768.58428727,417742.64944128,Territoire des aéroports,T7,930070113,930070113,93,00851,93007,Le Blanc-Mesnil,Iris11,H,00,1,51.3568906085,948.772968185668,,1192.83611677355,294.077931355122,24.6536743161803,181.168079969352,229.392340862824,129.646678581598,35.5832472218892,575.790346635663,48.2707002696308,3013.46441936045,513597.889728323
1757,930001931,93007,,930070114,H,0114,297528.21613194,74625.74716435,209507.49319711,Territoire des aéroports,T7,930070114,930070114,93,00851,93007,Le Blanc-Mesnil,Iris12,H,00,1,34.1833730605,549.730734661266,,799.237276915827,216.502483074531,27.0886367950693,147.517957291507,120.750373638155,98.0809232015825,41.2254598843789,407.574714015623,50.9954585187031,2680.59575467568,341856.191811193
1758,930001928,93007,,930070115,H,0115,203932.4552383,179219.50636717,190638.27498621,Territoire des aéroports,T7,930070115,930070115,93,00851,93007,Le Blanc-Mesnil,Iris13,H,00,1,26.4819703631,514.816011048679,,651.831238581284,136.239927165274,20.9011043198546,144.08842481595,96.91657865543,73.2923007002919,20.4202234621879,334.71752763386,51.3503354583581,2561.73406159749,264834.507934023
1759,930001942,93007,,930070116,H,0116,620213.56157138,341684.51505791,589678.40141622,Territoire des aéroports,T7,930070116,930070116,93,00851,93007,Le Blanc-Mesnil,Iris14,H,00,1,72.1154855339,970.007401562056,,1175.66874445994,243.81432664359,20.7383523456337,264.442042631519,186.093294901042,124.192560964085,21.5943318127019,596.322230309347,50.7219600010101,4584.70225505248,721188.690540088
1760,930001941,93007,,930070117,H,0117,441631.59448686,429829.60890223,432999.61885022,Territoire des aéroports,T7,930070117,930070117,93,00851,93007,Le Blanc-Mesnil,Iris15,H,00,1,52.8338700112,905.087202387239,,1103.97274298696,233.920207470112,21.1889477304672,136.167512700214,180.67206696811,118.403807448903,33.8554476439142,469.098834761141,42.4918855778926,5402.52480345454,528355.748429489
1761,930000706,93007,,930070118,H,0118,158019.12937335,141752.37243383,156296.85905903,Territoire des aéroports,T7,930070118,930070118,93,00851,93007,Le Blanc-Mesnil,Iris17,H,00,1,18.5718673651,460.897676681473,,732.213222976668,218.470470127399,29.8370014733209,151.672428244042,129.328713652827,49.7525569845701,20.2496050199985,351.003303901437,47.9373074518516,2155.18014397467,185724.408995568
1762,930001951,93007,,930070119,H,0119,511477.21501363,403167.09895848,503202.06466786,Territoire des aéroports,T7,930070119,930070119,93,00851,93007,Le Blanc-Mesnil,Iris16,H,00,1,60.9038804364,925.895534030045,,1243.9185501986,253.615935871817,20.3884680256055,229.144518762553,201.499779798945,147.136735875179,59.5262806499444,637.307315086622,51.2338460572738,6107.29969462002,609060.149107366
1763,930001945,93007,,930070120,H,0120,80818.20336158,72218.82284708,72218.82284708,Territoire des aéroports,T7,930070120,930070120,93,00851,93007,Le Blanc-Mesnil,Iris18,H,00,1,10.3571391755,511.489919339377,,844.550945491251,281.294768023721,33.3070218588293,157.433334858064,127.098760866528,78.6067631527789,49.1436102974282,412.2824691748,48.8167672271075,1405.16510560488,103574.925700804
1764,930001950,93007,,930070121,H,0121,174610.90045296,142139.98216912,142139.98198566,Territoire des aéroports,T7,930070121,930070121,93,00851,93007,Le Blanc-Mesnil,Iris19,H,00,1,21.3517336882,413.768444729543,,638.06114178145,160.871489476548,25.2125507952731,124.08916740975,93.309067285145,71.8395586919178,34.3628845559136,323.600677942726,50.7162490790838,3052.28597137907,213522.752001058
1765,930002194,93008,,930080101,H,Les Vignes 1,2710243.44996433,251747.91878697,2139727.06955036,Est Ensemble,T8,930080101,930080101,93,00851,93008,Bobigny,Les Vignes 1,H,00,1,307.863912262,622.108892070225,,1124.67971036298,336.01869600768,29.8768345255586,175.287301857387,170.39812885611,103.468828942935,31.7588696673059,480.913129323738,42.7600075730473,14758.9348407494,3078622.40070287
1766,930002024,93008,,930080102,H,Bourse du Travail 1,355619.21122585,286479.66637197,346256.08695958,Est Ensemble,T8,930080102,930080102,93,00851,93008,Bobigny,Bourse du Travail 1,H,00,1,44.1213510425,919.814004451403,,1219.90141626933,340.29666664201,27.8954235238693,214.543385323388,174.869693658886,103.344469253404,37.0264100781649,529.783958313842,43.4284239077295,3166.62883825881,441216.861935162
1767,930002054,93008,,930080103,H,Les Vignes 2,65185.211257,51999.6830828,65185.211257,Est Ensemble,T8,930080103,930080103,93,00851,93008,Bobigny,Les Vignes 2,H,00,1,7.15983072214,314.309647130737,,745.252450431896,266.900831941866,35.8134792830522,163.345339263476,81.1416937521389,77.6489093103686,20.088851490958,342.224793816941,45.9206532791153,1258.49083291808,71598.7144647767
1768,930002142,93008,,930080104,H,Les Vignes 3,305998.71319754,142268.81104908,291678.02499137,Est Ensemble,T8,930080104,930080104,93,00851,93008,Bobigny,Les Vignes 3,H,00,1,36.752168653,389.196451288795,,692.722694799207,188.539260879133,27.2171335362101,123.394462179843,129.221926329981,58.221202343056,23.0821502239657,333.919741076846,48.2039557219409,4292.91938148605,367524.258444362
1769,930001986,93008,,930080106,H,Edouard Vaillant 1,248979.22194444,186185.84877401,239918.39293225,Est Ensemble,T8,930080106,930080106,93,00851,93008,Bobigny,Edouard Vaillant 1,H,00,1,32.0283845317,821.71281609377,,1190.25801310124,256.289700466302,21.5322810386744,242.761057031705,235.888035756329,137.884001991442,35.6154961948441,652.14859097432,54.7905230459346,2828.485489626,320284.698185185
1770,930001954,93008,,930080107,H,Edouard Vaillant 2,222636.12155996,222497.91770383,222513.18390072,Est Ensemble,T8,930080107,930080107,93,00851,93008,Bobigny,Edouard Vaillant 2,H,00,1,27.6968467519,640.3797202627,,844.671294408473,162.022944135502,19.1817746392066,120.768420205872,99.8765395483641,91.1349091269469,49.4397541563791,361.219623037562,42.7645198112865,2876.79728864387,276971.491661798
1771,930001958,93008,,930080108,H,Edouard Vaillant 3,82455.49279205,78471.11058791,82455.49279205,Est Ensemble,T8,930080108,930080108,93,00851,93008,Bobigny,Edouard Vaillant 3,H,00,2,9.76074754686,193.774590280389,,596.617658743009,190.464132566606,31.923985114334,108.097092786499,64.2426952953411,67.4086637558268,62.3009293976873,302.049381235354,50.6269596296782,1944.63655278012,97608.0209706487
1772,930000717,93008,,930080109,H,Edouard Vaillant 4,53550.51839472,52058.10970706,52833.10836509,Est Ensemble,T8,930080109,930080109,93,00851,93008,Bobigny,Edouard Vaillant 4,H,00,1,6.75216765921,259.612919956962,,544.494684431724,127.995173299591,23.5071483632896,73.7350247981445,53.0660833857192,55.5962188103684,68.513009370508,250.91033636474,46.081319715106,1365.02045904071,67522.1384069587
1773,930001959,93008,,930080110,H,Edouard Vaillant 5,326198.69377013,221684.61069965,316531.34120701,Est Ensemble,T8,930080110,930080110,93,00851,93008,Bobigny,Edouard Vaillant 5,H,00,1,42.507191904,577.512169520059,,976.196470216703,218.282710246326,22.3605305802704,203.807434272238,104.450585616395,108.605065508283,51.8139584579501,468.677043854866,48.0105243313188,3319.80409705995,425072.207519246
1774,930002020,93008,,930080111,H,Prefecture 1,182609.01290339,78582.95216841,109856.78693107,Est Ensemble,T8,930080111,930080111,93,00851,93008,Bobigny,Prefecture 1,H,00,1,26.7402168197,457.49052995373,,770.952889604751,194.582915191403,25.2392743856451,180.678906304825,140.697630628685,60.1141708243889,14.8991734652853,396.389881223184,51.4155776011688,3596.03850827552,267401.742028617
1775,930002023,93008,,930080112,H,Préfecture 2,166149.96657179,68422.02473447,128812.89923371,Est Ensemble,T8,930080112,930080112,93,00851,93008,Bobigny,Prefecture 2,H,00,3,18.2472866673,778.840193278135,,1351.97747639573,441.337174749369,32.6438259848782,259.631685822984,199.52409933991,141.285296435108,60.0389832698271,660.480064867829,48.8528896671134,2138.71836029989,182471.899671628
1776,930000721,93008,,930080113,H,Préfecture 3,104641.57963243,47316.8006152,90236.23449315,Est Ensemble,T8,930080113,930080113,93,00851,93008,Bobigny,Prefecture 3,H,00,3,12.094279658,357.650985581228,,940.269271112758,307.703634419049,32.7250548191263,158.063330209478,108.305761854691,89.9340299846202,45.3009892580264,401.604111306816,42.7116065200705,1766.00424615607,120942.279909112
1777,930002029,93008,,930080114,H,Prefecture 4,110001.65509576,73956.53241757,103869.07731282,Est Ensemble,T8,930080114,930080114,93,00851,93008,Bobigny,Prefecture 4,H,00,1,13.2933915133,594.265090941648,,1441.27916296967,278.351170001309,19.3127866656854,299.205827452376,206.774262683385,172.374985082808,140.842172171138,819.197247389707,56.8382079223153,1651.95057318483,132933.958727982
1778,930002031,93008,,930080115,H,Bourse du Travail 2,206822.93650401,129803.23390019,206490.90589428,Est Ensemble,T8,930080115,930080115,93,00851,93008,Bobigny,Bourse du Travail 2,H,00,1,24.4829301259,649.237786340973,,1427.7425679885,578.20456561977,40.4978165240519,238.988707521311,196.728526141214,129.058209231311,32.6659725098508,597.441415403686,41.8451777511546,2521.01404459808,244829.973951536
1779,930002028,93008,,930080116,H,Bourse du Travail 3,96388.14964042,65562.2460144,68724.15271939,Est Ensemble,T8,930080116,930080116,93,00851,93008,Bobigny,Bourse du Travail 3,H,00,1,12.4451774426,310.344454352224,,485.382250604597,109.565402745709,22.5730138688081,113.46688594119,66.1328833594755,47.7917919923226,8.13272029094812,235.524281583936,48.5234639895804,2918.10981199321,124452.161860594
1780,930002035,93008,,930080117,H,Bourse du Travail 4,62595.19993391,48942.42674346,62014.60974145,Est Ensemble,T8,930080117,930080117,93,00851,93008,Bobigny,Bourse du Travail 4,H,00,1,7.70995818988,204.526262504892,,536.105267218403,206.654119984686,38.5473026700365,87.1052736382337,52.6356273288505,49.3220214629202,35.2295242813109,224.292446711315,41.8373891148399,1191.53374361984,77099.2316232144
1781,930002030,93008,,930080118,H,Prefecture 5,62545.5186971,37167.69457702,57427.39438895,Est Ensemble,T8,930080118,930080118,93,00851,93008,Bobigny,Prefecture 5,H,00,3,7.59245467078,196.020653008858,,425.651372667355,111.102804205491,26.10183153158,76.7510888047913,65.2333910364656,41.6761376960764,23.9784221919886,207.639039729322,48.7814801179065,1516.08523254637,75924.0950936051
1782,930005026,93008,,930080119,H,Les Vignes 4,196288.57726239,107877.47645148,191077.95043781,Est Ensemble,T8,930080119,930080119,93,00851,93008,Bobigny,Les Vignes 4,H,00,2,24.0502074477,522.722568057141,,883.179260551201,286.737919245656,32.4665594011684,155.577685425258,117.926507651254,86.3555683418941,31.5072438139449,391.367005232351,44.3134279430537,2212.91779980486,240499.148439889
1783,930002195,93008,,930080120,H,Les Vignes 5,121781.07398229,86912.49848217,98126.21593122,Est Ensemble,T8,930080120,930080120,93,00851,93008,Bobigny,Les Vignes 5,H,00,2,16.394479185,401.445289826554,,745.192733024275,214.992517660064,28.850592354483,129.875589615203,112.423762106583,56.2697889632875,44.8014012453766,343.37054193045,46.0780851333483,2315.04622109715,163946.418245384
1784,930001952,93010,,930100101,H,La Flamiche,148273.81018647,103402.41066477,104772.82353331,Est Ensemble,T8,930100101,930100101,93,00851,93010,Bondy,La Flamiche,H,00,1,22.1556773082,477.51319900123,,660.640370716622,164.835394642681,24.9508510150353,138.523933092434,104.921867968011,85.2774785511654,18.9120222731452,347.635301884756,52.6209594953549,4251.22712014354,221560.164065908
1785,930000730,93010,,930100102,H,La Terre Saint-Blaise,62525.7726724,42720.24489582,61520.37218353,Est Ensemble,T8,930100102,930100102,93,00851,93010,Bondy,La Terre Saint-Blaise,H,00,1,8.01464170941,269.40947055404,,583.008818182881,216.094573796193,37.0654039967553,92.9798830101835,78.2965711244026,42.2927193185439,32.5738458761865,246.143019329316,42.2194333349012,1240.36025225343,80147.768062999
1786,930000731,93010,,930100103,H,Les Confins d'Aulnay,52353.65705314,47255.16127802,47255.16127802,Est Ensemble,T8,930100103,930100103,93,00851,93010,Bondy,Les Confins d'Aulnay,H,00,1,6.91251591446,381.911263917638,,788.754040986795,209.043813781358,26.5030418759982,130.227996545536,114.397389857852,98.7010303532057,63.4766459496288,406.803062706222,51.5754014010855,1941.91149218553,69125.9788922732
1787,930000732,93010,,930100104,H,Suzanne Buisson,89139.59258306,78934.62735783,85263.2645617,Est Ensemble,T8,930100104,930100104,93,00851,93010,Bondy,Suzanne Buisson,H,00,1,11.8722030387,476.73871077764,,923.402541917791,236.606507326196,25.6233329003833,142.090977510268,164.252196766384,107.062603359289,57.7345369954939,471.140314631434,51.0222024787732,1428.22520672678,118723.416500659
1788,930000733,93010,,930100105,H,Le Château Gobillon,469280.0979686,198233.53229043,312028.06442659,Est Ensemble,T8,930100105,930100105,93,00851,93010,Bondy,Le Chateau Gobillon,H,00,1,54.0379392727,529.820316877646,,700.565325225659,124.401728594488,17.7573345575471,139.014551787169,129.948020899395,64.8575703774997,44.1281443110701,377.948287375134,53.9490428324287,3190.40838370421,540385.644610278
1789,930001902,93010,,930100106,H,Les Merisiers,258777.09574436,129198.02421776,248707.78117903,Est Ensemble,T8,930100106,930100106,93,00851,93010,Bondy,Les Merisiers,H,00,2,32.6709235526,426.699555021235,,615.849073008208,125.718802063926,20.4138980756816,92.0451951361681,123.903888415318,87.9508483344749,28.5711099046776,332.471041790639,53.9857988527341,3422.35872347895,326709.853124318
1790,930000735,93010,,930100107,H,La Noue Caillet,142633.00812712,117772.3891709,136056.33338749,Est Ensemble,T8,930100107,930100107,93,00851,93010,Bondy,La Noue Caillet,H,00,2,17.6501519206,455.764644215607,,643.5394614136,112.81936169811,17.5310712804295,84.8065175702109,100.947953614506,70.3662108611572,105.231930859134,361.352612905008,56.1508088581329,2343.60141568255,176502.298442328
1791,930000736,93010,,930100108,A,Le Parc du Château,156599.9662973,14687.96876395,135017.56526258,Est Ensemble,T8,930100108,930100108,93,00851,93010,Bondy,Le Parc du Chateau,A,00,3,20.7484762381,4.83764353139774,,7.05253960742839,2.21489607603065,31.4056524219689,0,0,0,0,0,0,1909.93536427444,207484.424063688
1792,930001914,93010,,930100201,H,Le Mainguy,228667.04513056,158019.98050677,200540.30112094,Est Ensemble,T8,930100201,930100201,93,00851,93010,Bondy,Le Mainguy,H,00,1,31.7326538998,620.438700743402,,928.458513084498,234.210773382923,25.2257661578043,175.281566129532,167.836027422212,80.6970999411038,35.2309699212703,459.045663414118,49.4416990037702,2950.27763555527,317322.935256252
1793,930001961,93010,,930100202,H,Le Centre Ville,141073.69701463,114629.32988453,131650.98939485,Est Ensemble,T8,930100202,930100202,93,00851,93010,Bondy,Le Centre Ville,H,00,1,17.7219407795,1085.49326173762,,1654.49191157223,609.796495056523,36.857024854056,307.427722074385,191.78537424062,115.062542927868,59.8316804727184,674.107319715591,40.744068617114,2193.72805398564,177217.845415711
1794,930000739,93010,,930100203,H,Le Champart,140591.82180723,136262.9166186,140591.82180723,Est Ensemble,T8,930100203,930100203,93,00851,93010,Bondy,Le Champart,H,00,1,17.1908295495,720.176959546725,,1103.72721164334,437.297392507634,39.6200608170692,190.93741005919,116.641726756246,33.2102205768213,18.642543803626,359.431901195883,32.5652840125889,1901.76767731423,171905.300042074
1795,930001909,93010,,930100204,H,Le Moulin à Vent,334893.91546474,178200.88939815,327958.09738373,Est Ensemble,T8,930100204,930100204,93,00851,93010,Bondy,Le Moulin à Vent,H,00,1,40.8745194798,817.299300636881,,1279.07264885809,479.030402637423,37.4513834741979,187.701712149062,156.872776899714,88.3308483736508,22.2556208558379,455.160958278265,35.5852311191719,3162.75745091425,408733.161240593
1796,930003768,93010,,930100301,H,La Mare à La Veuve,369163.98935254,220696.25903972,332069.10075064,Est Ensemble,T8,930100301,930100301,93,00851,93010,Bondy,La Mare à la Veuve,H,00,1,43.8335303674,629.892188882809,,756.442012118135,180.475457582104,23.8584656445442,144.731659419377,103.058170647606,46.9313686008467,8.3302953832199,303.05149405105,40.0627528873584,2798.09867269978,438320.365800053
1797,930002010,93010,,930100302,H,La Remise à Jorelle,285844.79165106,204315.02753949,278269.51284305,Est Ensemble,T8,930100302,930100302,93,00851,93010,Bondy,La Remise à Jorelle,H,00,1,34.8898415021,1159.46020838429,,1487.41772405404,335.037310414643,22.5247625462926,287.173226190653,296.013833776097,167.873449044853,62.4359375186708,813.496446530273,54.6918618337451,3715.9635292668,348887.552564092
1798,930002008,93010,,930100303,H,Le Vieux Château,170158.49990565,150079.37270716,169215.64056201,Est Ensemble,T8,930100303,930100303,93,00851,93010,Bondy,Le Vieux Chateau,H,00,1,19.952771321,574.985786470748,,796.125322944865,216.395680948449,27.1811076361699,138.904959726365,118.824960452292,54.2142038351707,30.3957868047606,342.339910818588,43.0007564075809,2304.50241735636,199522.924847073
1799,930001905,93010,,930100304,H,Le SauLe Blanc,143090.84828935,127504.21459988,137039.87299192,Est Ensemble,T8,930100304,930100304,93,00851,93010,Bondy,Le Saule Blanc,H,00,1,17.8938554175,505.323424700123,,949.937969315399,285.017896957606,30.0038430049293,187.101336025218,125.928381371587,85.0957681867433,57.1208238390128,455.246309422561,47.9237933557543,1724.28418198098,178934.629376423
1800,930001906,93010,,930100305,H,Les Courts Sillons,261339.67428389,236388.00065297,261339.67428389,Est Ensemble,T8,930100305,930100305,93,00851,93010,Bondy,Les Courts Sillons,H,00,1,31.5460526204,711.264418242696,,898.983080524772,200.632775813424,22.3177477040288,150.862372189761,199.335491711997,52.9625641640157,30.4975786388786,433.658006704652,48.2387284142777,2696.06549425377,315452.522123811
1801,930001911,93010,,930100401,H,Les Friches,211879.80252631,201700.74750001,201700.74750001,Est Ensemble,T8,930100401,930100401,93,00851,93010,Bondy,Les Friches,H,00,1,25.9477292774,690.749506898358,,995.298929093848,330.336224439612,33.1896493388535,178.870228804867,159.950399591585,99.5034650557548,19.4857635238438,457.80985697605,45.9972218992393,3209.9204089592,259473.244364933
1802,930000747,93010,,930100402,H,La Martraye,129893.08691064,92862.04126828,101729.71489494,Est Ensemble,T8,930100402,930100402,93,00851,93010,Bondy,La Martraye,H,00,1,14.9703590351,444.743847185248,,698.363054412074,170.831652402611,24.4617253623802,126.996169988936,113.319085033656,82.2109769795719,44.7921036801973,367.318335682362,52.5970458147436,1560.76978115564,149701.488330101
1803,930001960,93010,,930100403,H,Les Flèches,99738.58448526,71206.43791949,92664.04817558,Est Ensemble,T8,930100403,930100403,93,00851,93010,Bondy,Les Fleches,H,00,1,12.5940648817,461.670229722469,,820.55484313298,281.631922805653,34.3221327815636,145.395836445134,122.455387353801,51.6232693994041,29.5707794266491,349.045272624989,42.5377140292404,1673.03045961123,125939.818557942
1804,930001912,93010,,930100404,H,La Ferme,286337.19532114,122677.5161033,275756.55252937,Est Ensemble,T8,930100404,930100404,93,00851,93010,Bondy,La Ferme,H,00,1,33.4097306795,616.402755545163,,973.247912328749,317.894709673874,32.6632819497376,173.130050390781,166.821293117972,54.4544163236978,10.989949541983,405.395709374434,41.653899714454,2840.66741219777,334095.463095815
1805,930001910,93010,,930100405,H,Fosse de La Regale,249173.53925688,205021.3116414,239572.48171596,Est Ensemble,T8,930100405,930100405,93,00851,93010,Bondy,Fosse de la Regale,H,00,1,30.2567113671,679.541624447347,,892.254111230496,227.411513211437,25.4873034877717,106.268025928738,160.313112446299,72.1000908339362,40.8817221811675,379.56295139014,42.5397817295221,3383.82141714899,302564.520283915
1806,930002076,93013,,930130101,A,Parc Exposition,243067.22001361,190376.2913297,197506.58871008,Territoire des aéroports,T7,930130101,930130101,93,00851,93013,Le Bourget,Parcexpo,A,00,3,32.0619422498,60.8937156162447,,66.4295079449942,16.6073769862486,25,16.6073769862486,0,0,0,16.6073769862486,25,2900.89485810786,320639.902480625
1807,930002078,93013,,930130102,H,Stade Eglise,290939.15088337,195954.7778561,256420.17439836,Territoire des aéroports,T7,930130102,930130102,93,00851,93013,Le Bourget,Stade Eglise,H,00,1,34.8561995212,459.730603043859,,815.655518611567,236.601325158947,29.007506203317,150.070422893305,117.897989477658,73.1280297072751,39.1291690838027,380.225611162041,46.6159552024208,3568.29082950724,348581.112423417
